table,classification,priority,rls_enabled,rls_forced,anon_select,anon_insert,anon_update,anon_delete,authenticated_select,authenticated_insert,authenticated_update,authenticated_delete,service_role_privileges,policy_count,unconditional_policy_count,sensitive_columns,sensitive_exposed,main_usage,gas_usage,voice_usage,rpa_usage,runner_usage,operations,contexts
cs_docs,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,doc_name|cs_documents_entry_id,true,23,3,0,0,0,select|select+update|delete|update|select+update+upsert|unknown,famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:RPA API:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret|GAS:GAS:indirect/unknown
cs_gender_request,C,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,gender_request_name,true,0,0,0,0,0,,
cs_kaipoke_info,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,name|email|postal_code|documents|address|kana|phone_01|phone_02|birth_yyyy_mm_dd|name_kana,true,67,7,1,0,0,select|update|select+update|select+insert|insert|unknown,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:RPA API:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Webhook:service_role/server secret|famille_shift_matching:Cron:service_role/server secret|famille-voice54:Edge Function:service_role/server secret|GAS:GAS:indirect/unknown|GAS:GAS:service_role/server secret
cs_kaipoke_info_documents_snapshots,C,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,documents,true,0,0,0,0,0,,
cs_kaipoke_insurance_info,C,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,user_name|user_kana|insurer_name|care_manager_name,true,0,0,0,0,0,,
cs_kaipoke_time_adjustability,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,3,0,0,0,0,select,famille_shift_matching:browser client:anon/publishable + user JWT (expected)
dialogflow_pending_shift_requests,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,intent_name,true,3,0,0,0,0,select|select+update+upsert|select+update,famille_shift_matching:Webhook:service_role/server secret
disability_check,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,4,0,0,0,0,select|upsert|select+upsert,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret
env_variables,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,key_name,true,8,0,0,0,0,select|upsert|select+upsert,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:RPA API:service_role/server secret
event_task_required_docs,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,4,0,0,0,0,select|insert|insert+delete,famille_shift_matching:Route Handler / internal API:service_role/server secret
event_template,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,template_name,true,8,0,0,0,0,select|select+insert|update+delete|update,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret
event_template_required_docs,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,6,0,0,0,0,select|insert|insert+delete|update+delete|select+insert,famille_shift_matching:Route Handler / internal API:service_role/server secret
expense_reimbursements,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,staff_name|bank_name|branch_name|bank_symbol|account_number|bank_account_name_kana,true,2,0,0,0,0,insert|select,famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:service_role/server secret
fax,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,fax|office_name|email|postal_code,true,8,1,0,0,0,select|select+insert|insert|update+delete|delete|unknown,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:service_role/server secret|GAS:GAS:service_role/server secret
fax_log,D,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,faximo_request_id|faximo_result_code|fax_number|office_name|file_names|result_mail_received_at|result_mail_message_id|result_mail_subject|result_mail_body|requester_user_name|page_name|mail_to|fax_master_id|file_count,true,6,3,0,0,0,insert|update|unknown,famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Route Handler / internal API:indirect/unknown|GAS:GAS:indirect/unknown
form_entries,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,last_name_kanji|first_name_kanji|address|postal_code|auth_uid|last_name_kana|first_name_kana|birth_year|birth_month|birth_day|phone|email|license_files|normalized_email,true,55,0,0,0,0,select|update|select+update|select+delete|insert+update|select+insert|update+upsert,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:Server Action:service_role/server secret|famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Route Handler / internal API:indirect/unknown|famille_shift_matching:RPA API:service_role/server secret|famille_shift_matching:Cron:service_role/server secret
google_calendar_user_links,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,calendar_name,true,1,0,0,0,0,upsert,famille_shift_matching:Route Handler / internal API:indirect/unknown
groups_lw,D,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,group_name|group_account|group_account_secondary,true,8,1,0,0,0,upsert|select|select+update+upsert|select+upsert|unknown,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:Webhook:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret|GAS:GAS:service_role/server secret
groups_lw_temp,D,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,raw_group_name|group_name|group_account,true,0,2,0,0,0,unknown,GAS:GAS:service_role/server secret
insurance_unit_amount,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,internala_service_name|cs_pay,true,2,0,0,0,0,select,famille_shift_matching:Route Handler / internal API:service_role/server secret
levels,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,name,true,3,0,0,0,0,upsert|select,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:browser client:anon/publishable + user JWT (expected)
levels_temp,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,level_name,true,1,0,0,0,0,upsert,famille_shift_matching:utility / lib:service_role/server secret
login_lineworks_otp,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,auth_user_id|email,true,4,0,0,0,0,select|update|insert+delete|insert,famille_shift_matching:Route Handler / internal API:service_role/server secret
login_trusted_devices,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,auth_user_id|token_hash|device_name,true,3,0,0,0,0,insert|select|select+update,famille_shift_matching:Route Handler / internal API:service_role/server secret
msg_lw_log,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,file_id,true,9,0,0,0,0,update|insert+update|select|insert+upsert|insert,famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:Webhook:indirect/unknown|famille_shift_matching:Webhook:service_role/server secret|famille_shift_matching:Cron:indirect/unknown|famille_shift_matching:Cron:service_role/server secret
org_icons,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,file_name|file_id|file_size,true,4,0,0,0,0,select+delete|select|upsert,famille_shift_matching:browser client:anon/publishable + user JWT (expected)
orgs,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,orgunitname,true,20,1,0,0,0,upsert|select|unknown,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Route Handler / internal API:indirect/unknown|famille_shift_matching:Cron:service_role/server secret|GAS:GAS:service_role/server secret
orgs_temp,D,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,orgunitname|email|canreceiveexternalmail|aliasemails|membersallowedtouseorgunitemailasrecipient|membersallowedtouseorgunitemailassender,true,1,2,0,0,0,upsert|unknown,famille_shift_matching:utility / lib:service_role/server secret|GAS:GAS:service_role/server secret
plan_services,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,plan_document_kind,true,6,0,0,0,0,select|update|select+insert|select+update,famille_shift_matching:Route Handler / internal API:service_role/server secret
plans,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,plan_document_kind|author_user_id|author_name|pdf_file_url|digisign_document_id|medical_care_risks,true,11,0,0,0,0,select|select+update|update|insert,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret
positions,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,name,true,1,0,0,0,0,upsert,famille_shift_matching:utility / lib:service_role/server secret
positions_temp,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,position_name,true,1,0,0,0,0,upsert,famille_shift_matching:utility / lib:service_role/server secret
postal_district,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,postal_code_3,true,8,0,0,0,0,select|select+insert|select+update+delete|delete,famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:indirect/unknown|famille_shift_matching:Route Handler / internal API:service_role/server secret
rpa_command_kind,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,name,true,1,0,0,0,0,select,famille_shift_matching:browser client:anon/publishable + user JWT (expected)
rpa_command_templates,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,name,true,5,0,0,0,0,select|select+insert+delete|insert+update|update,famille_shift_matching:browser client:anon/publishable + user JWT (expected)
rpa_command_type,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,name,true,1,0,0,0,0,select+update,famille_shift_matching:browser client:anon/publishable + user JWT (expected)
shift,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,82,0,0,0,0,select|select+insert|delete|insert+delete|insert|update|select+update|select+upsert|update+delete,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:Route Handler / internal API:indirect/unknown|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Webhook:service_role/server secret
shift_assign_log,C,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,0,0,0,0,0,,
shift_record_category_l,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,name,true,4,0,0,0,0,select|select+insert|select+update,famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:indirect/unknown|famille_shift_matching:Route Handler / internal API:service_role/server secret
shift_record_category_s,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,name,true,4,0,0,0,0,select|select+insert|select+update,famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:indirect/unknown|famille_shift_matching:Route Handler / internal API:service_role/server secret
shift_record_item_defs,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,7,0,0,0,0,select|select+insert|update+delete|delete,famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:indirect/unknown
shift_record_items,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,4,0,0,0,0,select|upsert,famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:Route Handler / internal API:indirect/unknown
shift_records,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,10,0,0,0,0,select|select+insert|select+update,famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:Route Handler / internal API:indirect/unknown|famille_shift_matching:Route Handler / internal API:service_role/server secret
shift_service_code,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,plan_document_kind|plan_display_name|additional_hourly_wage,true,12,0,0,0,0,select|select+insert|select+update+delete|delete|insert,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Webhook:service_role/server secret
shift_temp,C,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,0,0,0,0,0,,
shift_weekly_template,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,12,0,0,0,0,select|delete+upsert|upsert|delete|select+insert,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret
shift_wishes,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,postal_area_json,true,4,0,0,0,0,insert|delete,famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:service_role/server secret
spot_offer_request_table,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,applicant_name,true,12,1,0,0,0,select|upsert|insert+upsert|unknown,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Cron:service_role/server secret|GAS:GAS:service_role/server secret
spot_offer_template_unified,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,work_address|emergency_phone|salary|matching_place_name,true,7,0,0,0,0,select|select+insert|select+update+delete|delete,famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Cron:service_role/server secret
staff_log,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,9,0,0,0,0,insert|select|select+insert,famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Webhook:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Cron:service_role/server secret
taimee_employees_monthly,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,source_filename|normalized_phone,true,7,0,0,0,0,select|select+insert+update|select+insert|insert+update|update,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:Route Handler / internal API:indirect/unknown|famille_shift_matching:Route Handler / internal API:service_role/server secret
team_monthly_score_summaries,B,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,orgunitname|team_name,true,3,0,0,0,0,select|upsert,famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Cron:service_role/server secret
user_advance_payment_applications,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,employee_name|desired_payment_date,true,7,0,0,0,0,update|select|select+insert|insert,famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Route Handler / internal API:anon/publishable + user JWT
user_doc_master,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,19,3,0,0,0,select|update|unknown,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Server Component:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Route Handler / internal API:indirect/unknown|GAS:GAS:service_role/server secret|GAS:GAS:indirect/unknown
user_ojt_record,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,4,0,0,0,0,select|insert|select+insert,famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:browser client:anon/publishable + user JWT (expected)
user_status_master,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,,true,1,0,0,0,0,select,famille_shift_matching:browser client:anon/publishable + user JWT (expected)
users,A,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,auth_user_id|temp_password,true,120,3,1,0,0,select|select+insert+update|update|select+update|select+insert|select+delete|insert+update|unknown,famille_shift_matching:utility / lib:internal API key|famille_shift_matching:utility / lib:indirect/unknown|famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:Server Action:service_role/server secret|famille_shift_matching:browser client:anon/publishable + user JWT (expected)|famille_shift_matching:Server Component:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret|famille_shift_matching:Route Handler / internal API:indirect/unknown|famille_shift_matching:Cron:service_role/server secret|famille_shift_matching:Cron:indirect/unknown|famille_shift_matching:Route Handler / internal API:anon/publishable + user JWT|famille-voice54:Edge Function:service_role/server secret|GAS:GAS:service_role/server secret
users_lw_temp,D,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,email|nickname|full_name|last_name|first_name|phonetic_last_name|phonetic_first_name|private_email|employment_type_name|user_type_name|organization_name|level_name|position_name|telephone|cell_phone|birthday_calendar_type|birthday|nick_name|org_email|org_unit_email|org_unit_name,true,3,1,0,0,0,delete+upsert|upsert|select|unknown,famille_shift_matching:utility / lib:service_role/server secret|famille_shift_matching:Route Handler / internal API:service_role/server secret|GAS:GAS:service_role/server secret
xxxtest_spot_offer_template_unified,C,Critical,false,false,true,true,true,true,true,true,true,true,arwdDxt,0,0,work_address|salary,true,0,0,0,0,0,,
